reviewId,text,score,thumbsUpCount,replyContent,appVersion
0902e2cf-d088-4c54-b696-3892e6ddbdc3,Penjelasan dokternya jelas,5,0,Hai Nadia Aufa! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
2613852b-fcce-4dc8-af4a-615d1320450c,Aplikasi Halo doc tdk bermanfaat mcm sekelas dokter spesialis anak yg bernama dokter Dwi Lestari Avianti menyarankan anak sy makan gorengan dan coklat padahal usia msh 6 bulan,1,0,"Hai Muhammad Rahilillah! Mohon maaf atas ketidaknyamanannya. Untuk dapat kami bantu lebih lanjut terkait kendala yang kamu alami, silakan hubungi CS kami melalui nomor tlp +6221-5095-9900 atau email help@halodoc.com. Terima kasih sudah menggunakan Halodoc.",23.2
c00d5b0b-9863-49a5-a05b-da669c12e572,konsultasi dengan dokter spesialis anak sangat membntu,5,0,Hai Rossy Sahlan! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
679edb62-8f63-4fb9-be96-c35870850392,Respon cepat,5,0,Hai Dahlia! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,
33ae509e-a39f-47ae-b674-79f85e56fd5f,Membantu bgt buat konsult hewan pas lagi urgent gini. Aku rekomendasiin pilih Drh edlyn hehehe ngejelasin nya detail banget dia kasih saran dan resep sesuai sm keluhan jd yg diperluin aja gitu. Inget ya Drh Edlyn!! Hehehe,5,0,Hai Dian Paramita! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!.,23.001
88715178-c2b3-4a8e-bfc1-246c78264d8f,Good,5,0,Hai Arif Solikin! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
47271b2f-43de-4e98-8627-11f6d89c3e95,Recommended untuk yang pengen cepat dan tidak ingin pergi ke rumah sakit.,5,0,Hai Budi Ai! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
67b7f8df-ce3a-4f49-ba25-7c0659e4127c,"Aplikasi ini tidak membantu saya sudah konsultasi dokternya slow respon shngga tidak memberikan solusi karna keterbatasan waktu, mohon dipertimbangkan lagi",1,0,"Hai Alivia Bunga! Mohon maaf atas ketidaknyamanannya. Untuk dapat kami bantu lebih lanjut terkait kendala yang kamu alami, silakan hubungi CS kami melalui nomor tlp +6221-5095-9900 atau email help@halodoc.com. Terima kasih sudah menggunakan Halodoc.",23.2
35c7a81d-51cd-42e8-a041-ef582cfe0e60,"Keterangan di aplikasi terkoneksi dengan asuransi, pas pembayaran di minta bayar mandiri. Buat apa saya masukan asuransi saya kalau ujung2 saya di minta bayar semua mandiri tidak terkoneksi asuransi.",1,0,"Hai Kafka Adrion! Mohon maaf atas ketidaknyamanannya. Untuk dapat kami bantu lebih lanjut terkait kendala yang kamu alami, silakan hubungi CS kami melalui nomor tlp +6221-5095-9900 atau email help@halodoc.com. Terima kasih sudah menggunakan Halodoc.",23.2
4bb1a398-b20d-440c-9697-6e9d2a4223f6,Dokternya gercep ga slowrespon,5,0,Hai Mega Mustika! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
b24f77bc-b040-4d7d-8fa7-619e43ba0f6c,Sangat membantu Best pokonya dokternya ramah²,5,0,Hai Sulis Hantoro! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
e4433548-65fa-41ab-8094-aa613e9e641f,Pesen obatnya lama bangt udh mau 1minggu tp statusnya masih nunggu kurir hadeh gmn ini cs nya cmn gt doang lgi bknnya ngasih tau brp lamanya udh kirim email jg msh lama penangannanya gmn sih ini,1,0,"Hai ahmad fauzi! Mohon maaf atas ketidaknyamanannya. Untuk dapat kami bantu lebih lanjut terkait kendala yang kamu alami, silakan hubungi CS kami melalui nomor tlp +6221-5095-9900 atau email help@halodoc.com. Terima kasih sudah menggunakan Halodoc.",
8a6242b3-ea2d-4b4a-9c6e-6828bc7bf6a1,Sangat membantu,5,0,Hai SAHRUN DAMOPOLII! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
65d98248-31ba-41d5-9240-558f6df82352,"aplikasinya sangat membantu untuk konsultasi secara daring, dan juga banyak voucher untuk medapatkan konsultasi gratis dengan dokter di bidang ahlinya",5,0,Hai Sela Monica! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,22.901
d9073d05-4f9a-4f87-ade5-060fad75cb2d,"Dengan adanya halodoc sangat membantu sekali,saya bisa konsultasi ke dokter dgn mudah.sukses sll",5,0,Hai Athyla Kirani Putri! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
aa2865b4-0ed8-4e31-9bad-d728fa91d2ae,Aplikasinya memudahkan,5,0,Hai Syifa Fauziah! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
51dbc366-b8a6-4baf-86da-a61d1f7ca531,"Aplikasinya mudah digunakan, tapi sayang kita konsultasi sama dokter nya itu bayar loh. Tapi respon dari dokternya tidak komunikatif dan slow respon banget. Bahkan ketika kita kasih keluhannya, malah ngasih penyebab faktor dari google. Mohon untuk lebih selektif lagi buat dokter"" nya yg ada di halodoc karna kita konsul juga bayar",1,0,"Hai Mia Kusmiati! Mohon maaf atas ketidaknyamanannya. Untuk dapat kami bantu lebih lanjut terkait kendala yang kamu alami, silakan hubungi CS kami melalui nomor tlp +6221-5095-9900 atau email help@halodoc.com. Terima kasih sudah menggunakan Halodoc.",23.2
1b9a0536-3fdf-4aeb-a8ba-ed9dacd21c12,Ok,5,0,Hai Aida Nur Rahayu Ningsih! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
7904313b-363a-449d-ba1c-78ee6e82637a,"sangat membantu dan ramah, sayang halodoc banyak banyakkkk 🤍🤍🤍🤍🤍🤍🤍🤍",5,0,Hai Nadin Nahdaddarojah El Wafi! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
b8a74c0c-f827-4561-a72c-afde56603975,Kerenn bngt dahhh....,5,0,Hai yullie_ chocholate! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.3
a0f6b0c1-1a85-497f-a499-06537b6d1831,membantu sekali,5,0,Hai Tani Sejahtera! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,
269bffc5-7906-4d24-944f-6e573b62ece7,Good,5,0,Hai Dela Efana! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
2efc1f1b-ec65-4621-9876-c5de91232a48,Terima kasih sangat membantu,5,0,Hai Soehariyanto As! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,
93399c0c-8ee6-4064-88e6-9fa9e89eb85a,Membantu sekali utk yg males visit langsung,5,0,Hai Vivi Rahma! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
1018b973-9d34-4d25-a0ae-f068eabe5e21,Praktis dan sangat memudahkan.,4,0,Hai HIDAYAT MIKASE! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
677229c6-e2a3-41f0-9710-a2dc6197f968,Saya suka karna dokter nya ramah . Dan d saran dengan baik terimakasih halodok..,5,0,Hai Dian Krisna Sari! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
4888029b-55a1-49d7-9d42-1f7b0daf558e,Keren Bangets Sangat Helpful,5,0,Hai Irwan Mahathir Muhaimin! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
0f45631f-08df-4fa5-91a2-323d394dd4e0,"pengalaman pertama pemesanan, cukup memuaskan",5,0,Hai mohammad tairin! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
a573a7a0-821e-4544-8235-ec37d86765c8,Dokternya tidak sigap memberi resep tidak melihat waktu habis,1,0,"Hai Nida Nur Fadhilah! Mohon maaf atas ketidaknyamanannya. Untuk dapat kami bantu lebih lanjut terkait kendala yang kamu alami, silakan hubungi CS kami melalui nomor tlp +6221-5095-9900 atau email help@halodoc.com. Terima kasih sudah menggunakan Halodoc.",
5ed26792-fadf-4ace-a0e9-1b89928e2df6,"Penjelasan dokter nya detail, terima kasih dokter",5,0,Hai Hilda Syamsir! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
bd8ba54f-eb68-4f8b-8023-4eba12a51b19,Singkat padat sehat,5,0,Hai Isni Sopa! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
dc6598af-67dc-459e-b2b5-a4bba117affe,Dokternya baik,5,0,Hai Arimbi Salsabila! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,22.901
2a4edcf1-2fa2-4621-a96d-bba7179dcbc8,Okk,5,0,Hai Gibran Ibrahim_chanell! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
abdaec4c-a290-4ecb-81b4-8a5fda89f0be,Sangat membantu,5,0,Hai Malieq Akbar! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.1
d9b5f372-b42c-4b64-818d-f0a635a11698,Sangat puas,5,0,Hai AHIR MUNANDAR! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
fe416fbe-6ff8-4432-b22c-aa6d3ecd30a4,sangat membantu,5,0,Hai Rio Kurniawan sandi! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
d9818342-68e8-4f3f-91ec-81b30d2410f8,"Kemasan rapi, pengantaran cepat",5,0,Hai Mas Basuki! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
11097561-e6d1-4995-93bc-a12853937422,Bagus app nya ngebantu bgt,5,0,Hai Putrii Tasane! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
7b7bbed9-35e0-4d46-bffd-fe947b477750,Mantap,5,0,Hai arip doank! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
b44fc97f-2668-4760-b6af-cb1a77565e73,awesome,5,0,Hai Kiki Cantik! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
baa1f01a-391e-4972-af3e-d0b32522c315,membantu 😊🙏,5,0,Hai nisaaidahnur _! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
e8bcdb1d-3d40-4663-930e-8aaabf4aaa69,Membantu... terima kasih,5,0,Hai Nitha Paramitha! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
8f2eafb9-7080-4d66-8c2b-ca080cee3b7b,Dokternya ramah,5,0,Hai Endii! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
da10ad5b-1df0-48d9-b7c8-5b0c5c4b65b4,Oke,5,0,Hai Hizbullah 064! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,
f146ce3d-408d-43c9-8ddb-09bdae2a4631,Bagus,5,0,,23.2
90dc555d-8e91-4da2-9bdb-4f8294c1106e,Mudah untuk mencari rekomendasi dokter yg ingin konsultasi,5,0,,23.2
bf00a192-7f5a-4144-89b2-96a342f40e57,Good job,5,0,,23.2
50265991-35cf-493d-95af-d8733107e2ef,"Aplikasi ini sangat membantu, simple dan gampang digunakan.",5,0,Hai Mimid Mirlanda! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
302f82fd-6f90-4e76-867d-00a2adc7a2c1,"mending apk yg biru masa saya beli obat yg ada resep dokternya gadikasih katanya karna bahaya, di apk sblah bilang ga bahaya saya udah cari tau tentang obat itu juga gabahaya, dokter yg saya tanyai juga seperti males menjawab pertanyaan pertanyaan saya kenapa ga bisa dikasih resepnya, aneh. saya malah disuruh langsung ke rs, kocak. buat apa saya download apk ini kalo begitu, dokter seperti memandang rendah pengetahuan saya dan malas menanggapi pasien.",1,0,"Hai Amelia Fatimah Lani! Mohon maaf atas ketidaknyamanannya. Untuk dapat kami bantu lebih lanjut terkait kendala yang kamu alami, silakan hubungi CS kami melalui nomor tlp +6221-5095-9900 atau email help@halodoc.com. Terima kasih sudah menggunakan Halodoc.",
fed2c7e3-d955-4cb5-8163-18eed9d6012f,aplikasi ini sangat mebantu saya sebagai anak rantau,5,0,Hai GALIH RAKASIWI! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
eb059f63-ef7e-4ec4-ad1f-d522f841c5d0,Membantu Banget Bagi yang asuransi nya yang sudah terdaftar,5,0,Hai Dede Sofyan! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,
3fcad47c-3e90-41c3-a779-dc16d05592fc,Estimasi pesanan obat 1 jam tapi alhamdulillah 15 menit sudah sampai,5,0,Hai dani rahman! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
b0cf1602-70fc-4ae0-9dd0-c94a3ee35cc6,Sangat membantu disaat gabisa untuk berobat keluar,5,0,Hai Sabrina Fatikh! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
181e9cbf-5e3d-4722-89c8-2f4b3056e4b6,Sangat membantu,5,0,Hai Isunu! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
15453ce6-c3f9-45c1-82b7-fa7498c6b51d,sangat membantu,5,0,Hai Arifudin Zainullah! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
d65fae5e-e66f-48f7-b31d-599ed72c0ffb,Cukup membantu utk kondisi darurat dan second opinion,5,0,Hai Oilmother! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
ab13f59e-85e4-4059-9a05-ddc82969ffb2,Pelayanan cepat dan memuaskan,5,0,Hai Djadmiko Pambudi! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
3afda8f3-ef3b-4111-af8d-465b3837b514,Ok,5,0,Hai Yuli Yuli! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
99577d5e-190c-44b7-9cdd-83eb80f1eb0b,Sangat membantu,5,0,Hai Idmansyah! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
f831593f-13fe-4daa-b730-ea063256566a,Mantap,5,0,Hai Riskawati Rahim! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
e12304f7-524b-4c1c-b59f-1a5395348922,Mantap mudah berobat,5,0,Hai beni tricahyono! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
38b1d048-37a9-4d43-8134-d5dc90893a59,Terimakasih halo doc untuk bantuan resep obatnya,5,0,Hai Robert Silaen! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
08af9b3f-154e-4955-8cc6-09756ec11a69,Ngebantu banget 🤍,5,0,Hai Irda nur Maya sari! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
318aa201-ddb5-403e-8f35-c896feb887c3,Good,5,0,Hai wahyudi sutanto! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
79ea2603-6ae8-4a7e-a28b-a1fbea75e066,Bermanfaat bagi yg mau konsul dr rumah saja,4,0,Hai Aqidah Khoirotin Nikmah! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
4fa7bf1f-b3f0-45f6-9313-1e3212275f1b,"Aplikasinya sederhana, mudah dipahami, dokterna ramah, fast respon, terima kasih halodoc",5,0,Hai Yanuar Prayoga! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
3eeb1823-6781-4d50-b4e1-6b63f31366cf,Bagus,5,0,Hai Pikri J Zena! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,
082d1158-0c47-436b-9617-b3097a60616f,Terimakasih sudah menjembatani saya dengan dokter2 baik,5,0,Hai Diah Mirzam! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
877f9128-287e-4fb9-b512-d0e137ae128c,Keren,5,0,Hai PROJECT FERA! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.1
0098dd7f-bcc9-4389-a9ac-75d17195cca7,Makin ribet ahhh klaim pengobatan gara2 print kwitansi kurang jelas jadi susah cair penggatian dana pengobatan. Pake aplikasi malah bikin sulit,1,0,"Hai Ahmad Yusuf! Mohon maaf atas ketidaknyamanannya. Untuk dapat kami bantu lebih lanjut terkait kendala yang kamu alami, silakan hubungi CS kami melalui nomor tlp +6221-5095-9900 atau email help@halodoc.com. Terima kasih sudah menggunakan Halodoc.",23.2
d35cb36c-7f6a-44ec-ae22-98f45628825d,Sangat membantu,4,0,"Hai solehhudin thaib! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!

",23.2
d5d7db06-3fed-4e86-bf9b-17cc11cf4ccf,Sangat membantu konsultasi sakit yg diderita thks,5,0,"Hai Bagus Pribadi! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!

",23.2
1e6ae0b3-0bd9-40c8-95bf-da5bd2a6afc5,Baik banget responnya cepat,5,0,"Hai Zuhrotul Adawiyah! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!

",23.1
fb953303-7983-4b5c-b648-900018f28977,Pelayanan sangat baik,5,0,"Hai Fitri yana! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!

",
ca867f63-8b00-4e0c-a343-cc9fc33013a9,"Baru setengah jam pesan, sudah sampe barangnya. Sama ada konsulnya walau simple.",5,0,"Hai Wino Winarno! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!

",23.2
eca82616-8e3d-4c77-91d9-1d483890ba04,sungguh membantu para working mom thank you halo doc!,5,0,"Hai Selva Octami! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!

",23.2
e201d0a5-1422-4995-a231-06bbe8f86f73,Ku kira tanya jawabnya gratis. Ternyata bayar.,2,0,"Hai Hari Yono! Mohon maaf atas ketidaknyamanannya. Untuk dapat kami bantu lebih lanjut terkait kendala yang kamu alami, silakan hubungi CS kami melalui nomor tlp +6221-5095-9900 atau email help@halodoc.com. Terima kasih sudah menggunakan Halodoc.
",23.2
9444fcb9-6677-44be-8614-0488f6bf09bd,Sangat membantu,5,0,"Hai Novita Emerald! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!
",23.2
83a9050b-1ad6-49f3-963d-d108ccc5b8cd,Respon dokter cepat,5,0,"Hai Chandra Prasetyo! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!

",22.901
491f2646-d19e-41e1-8843-8dec03e4f85e,"baru kali ini kecewa pakai halodoc, respon dr lama sekali belum konsultasi apa2 sesi sudah keburu habis sama waktu. Sangat merugi 👎",1,1,"Hai Fitri Nuryanti! Mohon maaf atas ketidaknyamanannya. Untuk dapat kami bantu lebih lanjut terkait kendala yang kamu alami, silakan hubungi CS kami melalui nomor tlp +6221-5095-9900 atau email help@halodoc.com. Terima kasih sudah menggunakan Halodoc.",23.2
7761d6d1-f8a8-48d3-9b32-9b00b43e57b1,Konsultasi nyaman.,5,0,Hai Lina Herlina! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
a3146206-9454-47b7-9fb1-08ce0fd7584d,"Harusnya bintang 0 aja ga sih, udah bayar mahal dokter ga ada responnya, buang2 duit Tolong pengembalian dana nya",1,0,"Hai Intan Apriliya! Mohon maaf atas ketidaknyamanannya. Untuk dapat kami bantu lebih lanjut terkait kendala yang kamu alami, silakan hubungi CS kami melalui nomor tlp +6221-5095-9900 atau email help@halodoc.com. Terima kasih sudah menggunakan Halodoc.",23.2
2e9308e2-aedf-4fd1-ae2e-1151b7069459,Mantap,5,0,Hai Sevant galaxy! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,
b79186d5-6635-4cf9-93d8-39deafbcc430,aplikasi bagus untuk konsultasi dengan dokter tapi waktu yang diberikan cuma sebentar,5,0,Hai azman muhammad! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
08cb0eb6-87ba-4c0b-8a2b-28e6554a1486,seep,5,0,Hai andrian andrian! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,
1aaf3bd0-d57f-49dc-93a2-7a6b9a8faece,Nice aplikasi,5,0,Hai Puteri Ramdhani! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
e586b507-e286-4685-8ce2-7b19fbe08709,Sangat membantu & ramah dokternya,5,0,Hai Aulia Lim! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!,23.2
